Name,New Code,GCSE_Score,Density,Eng_HH,Lone_Parent,House_Price,Income,Qual_Level4,Out_Work_Fam,Absence,Crime,Bad_Health,Happiness,Green_Space,PTAL,Cars_HH,Deprivation
Rushey Green,E05000451,300.7135714,8333.333333,5616,1050,270000.0,41830.0,32.9,18.57142857,1.134509372,115.2193149,5.9,7.287037037,23.98598111,5.151440298,0.574876139,34.9351107
Sydenham,E05000452,308.166,9235.294118,6309,1140,350000.0,44810.0,36.6,23.10810811,1.351335778,68.7558759,5.5,7.745833333,13.05480849,4.107142223,0.677462093,33.27898156
Telegraph Hill,E05000453,312.8092025,10966.66667,6109,1057,360000.0,45020.0,43.7,19.35064935,0.837790111,58.21291654,4.8,7.296216216,16.47708089,5.211159278,0.550255288,30.40914754
Whitefoot,E05000454,302.2232227,6500.0,5149,1207,248000.0,39620.0,22.7,23.18181818,1.436260837,74.2025437,6.2,7.763114754,27.87567954,2.800672265,0.81816537,34.78057344
Abbey,E05000455,332.4018692,7392.857143,3999,310,482500.0,62540.0,55.4,11.0,0.747981546,73.8851096,3.4,7.263888889,12.76490136,5.130228475,0.684763573,13.39857847
Cannon Hill,E05000456,364.1669903,4227.272727,3184,276,455000.0,57720.0,35.2,7.142857143,0.643882245,36.173803,3.8,8.0,42.72433085,2.564776351,1.230144928,8.443907739
Colliers Wood,E05000457,335.3820896,9772.727273,3708,377,350000.0,52340.0,43.1,12.56410256,1.054138702,73.89824436,4.2,7.833333333,14.61708129,3.936153703,0.682095281,17.44340655
Cricket Green,E05000458,296.0496732,3833.333333,3694,793,245000.0,39970.0,23.3,20.9375,1.205644715,60.20720109,5.3,7.388297872,49.97351511,2.915037544,0.743981481,26.59067151
Dundonald,E05000459,391.603125,7750.0,3723,192,565000.0,70060.0,60.7,2.631578947,0.449848485,58.01191596,2.3,7.6875,15.28848882,4.906964973,0.825989544,6.562757821
Figge's Marsh,E05000460,315.5824,10272.72727,3536,736,250000.0,41200.0,25.3,19.07692308,1.414905149,76.6905605,5.0,7.764705882,23.01445195,3.626706188,0.762130178,25.0526187
Graveney,E05000461,332.877907,10944.44444,2660,360,388000.0,47680.0,32.1,10.22727273,0.95570358,52.77777778,3.8,7.428571429,12.27158509,3.395726426,0.869904597,14.60814529
Hillside,E05000462,372.340625,7500.0,3769,183,563750.0,72750.0,64.6,2.580645161,0.365045593,44.48051948,2.5,7.642922794,5.621132717,5.36580487,0.803105152,7.805171165
Lavender Fields,E05000463,301.145082,8625.0,3240,542,280000.0,44570.0,32.6,17.16981132,1.564446108,51.14172485,4.4,7.369047619,18.60995564,2.667391119,0.778108712,19.52222338
Longthornton,E05000464,319.2923077,6700.0,3118,567,295000.0,45940.0,27.5,11.60714286,1.113693467,55.11205155,4.6,7.533333333,36.61399861,2.802161471,1.001645639,16.99764897
Lower Morden,E05000465,334.6595238,5083.333333,3238,334,320000.0,52260.0,24.5,6.5,1.125148683,29.99143102,3.6,7.538461538,34.02875105,2.229175628,1.274418605,10.32540252
Merton Park,E05000466,380.67,5305.555556,3282,257,522500.0,64060.0,50.1,4.545454545,0.372004028,53.66505603,2.9,8.068446089,18.81802434,3.849135648,1.021911805,7.890036057
Pollards Hill,E05000467,312.9716049,4704.545455,3335,730,288000.0,42640.0,23.4,17.8125,1.241310233,59.77291921,4.2,7.736111111,52.77323424,2.591297286,1.007067138,21.17872605
Ravensbury,E05000468,312.6198347,5555.555556,3296,524,285000.0,43160.0,25.1,19.61538462,1.429896239,56.98367706,5.4,7.392006803,37.84017156,2.946225212,0.90985767,24.61291606
Raynes Park,E05000469,341.0297297,5157.894737,3814,297,499500.0,69100.0,54.3,7.446808511,0.381652661,44.90777867,3.4,7.675675676,24.42696153,3.816306949,1.002394063,9.386220181
St. Helier,E05000470,329.55,5805.555556,3510,546,280000.0,43430.0,23.4,17.09090909,1.169927096,46.06435876,5.4,7.73194218,41.58884594,3.122604899,0.922283702,23.53101512
Trinity,E05000471,342.7133333,8954.545455,3858,289,497000.0,65820.0,59.6,8.292682927,0.809682081,75.49616037,3.2,7.443396226,15.65089094,3.949664335,0.753216374,10.59916803
Village,E05000472,388.675,1370.967742,3183,168,1530000.0,92240.0,62.3,0.810810811,0.569230769,50.43458371,2.6,7.809659091,62.22098189,2.374633904,1.400749064,5.952433461
West Barnes,E05000473,363.3811321,4950.0,3279,304,475000.0,60630.0,41.9,6.346153846,1.0,54.59741796,3.1,7.875578168,32.41165568,2.931837021,1.132780083,6.991430194
Wimbledon Park,E05000474,340.4986667,4891.304348,3926,337,732500.0,71450.0,59.6,6.49122807,0.533190118,48.03836094,2.7,7.774003623,28.53608401,3.059587454,0.96126021,7.860318274
Beckton,E05000475,305.8,2420.634921,4056,967,233500.0,40180.0,27.9,19.62962963,1.980587961,113.5822579,5.4,7.65,30.8651482,2.837551256,0.739819005,39.91694207
Boleyn,E05000476,325.2095745,17888.88889,3627,635,250000.0,37370.0,28.8,15.9375,1.491075429,79.08872013,5.8,7.525641026,6.084398204,4.048816481,0.607954545,41.57750162
Canning Town North,E05000477,306.0559322,5960.0,4488,1063,249000.0,34390.0,23.9,22.24719101,1.888587849,104.117759,6.7,7.202898551,21.64123981,4.728624077,0.509615385,51.68338581
Canning Town South,E05000478,299.0376963,8972.222222,5093,975,280000.0,38770.0,33.3,24.43037975,1.780904977,69.29280737,5.8,7.574074074,26.58022332,3.571637795,0.514941806,50.31468027
Custom House,E05000479,299.1942408,6428.571429,3903,941,250000.0,37610.0,24.2,21.66666667,1.656086564,121.6979799,6.1,7.902173913,30.62279582,3.151111489,0.686727123,46.24310445
East Ham Central,E05000480,310.5708861,16050.0,3307,487,250000.0,38210.0,32.6,12.4137931,1.524667221,111.7339312,5.3,7.887624467,10.84105824,4.729915556,0.604247104,40.75863585
East Ham North,E05000481,323.1586826,15500.0,2499,406,249995.0,38170.0,31.1,15.57142857,1.478640284,58.99893504,6.2,7.833333333,12.37700191,4.390349781,0.689863014,40.95877519
East Ham South,E05000482,311.5045643,8722.222222,4001,917,240000.0,37150.0,24.1,18.95238095,1.622107369,68.84627476,5.8,7.411764706,23.48792718,2.625467088,0.697590361,40.50618609
Forest Gate North,E05000483,330.6289773,13666.66667,4519,870,313000.0,40370.0,33.0,16.96202532,1.16955728,70.74581431,5.7,7.640909091,13.82205312,3.245162655,0.605806226,36.51632966
Forest Gate South,E05000484,315.8967532,14583.33333,4289,758,263900.0,40710.0,32.7,16.95121951,1.201733269,85.72231591,5.5,8.0625,2.231362783,3.909471919,0.558700938,42.77443897
Green Street East,E05000485,316.288587,22857.14286,2843,457,260000.0,37310.0,30.0,15.33333333,1.368351178,62.4844566,5.1,7.826530612,2.356106891,3.694448135,0.633161109,36.88000585
Green Street West,E05000486,320.9536913,19062.5,2733,409,250000.0,36760.0,29.8,13.875,1.214121435,69.85246116,5.9,7.35423588,3.191931429,3.971484402,0.656896552,37.24044599
Little Ilford,E05000487,314.6870192,8815.789474,3718,908,230000.0,35280.0,24.6,16.69642857,1.02026375,72.39067228,5.9,7.808035714,48.56518275,2.691745305,0.579307647,45.2823714
Manor Park,E05000488,328.8079787,11884.61538,3322,664,249974.5,37310.0,30.2,17.85714286,1.159034601,65.39456662,6.2,7.897058824,26.62535687,4.013415552,0.656781509,42.9657943
Plaistow North,E05000489,318.8994595,15600.0,3914,829,250000.0,36380.0,26.8,18.35164835,1.148524452,68.74520828,6.2,7.470930233,10.65534907,4.382404556,0.548311536,39.66249297
Plaistow South,E05000490,313.9185393,11821.42857,4210,913,250000.0,37500.0,26.2,18.7628866,1.0,90.58646617,5.1,8.120673077,14.55168428,4.435108608,0.586980712,41.65926508
Royal Docks,E05000491,305.5415179,2250.0,3581,618,303500.0,45530.0,42.7,18.57142857,1.465211167,58.98300117,3.8,8.183333333,56.83727684,2.825588221,0.684439359,38.94832737
Stratford and New Town,E05000492,308.8741667,4261.904762,5611,803,280000.0,42220.0,40.6,21.5,1.533242803,221.5544692,4.7,7.380434783,44.71213415,5.822862714,0.424833038,44.43108251
Wall End,E05000493,302.5127551,10678.57143,2923,530,250000.0,38150.0,29.6,13.44086022,1.806070039,52.11596135,5.1,8.034090909,33.86012681,3.741338379,0.701298701,36.38402509
West Ham,E05000494,307.5491018,12076.92308,4207,837,273500.0,38130.0,29.8,21.89873418,1.379499072,63.13735364,5.6,7.926470588,27.18335555,4.723200889,0.542962963,43.58275079
Aldborough,E05000495,339.978534,1709.302326,4362,622,315000.0,45980.0,32.0,9.634146341,0.755429651,70.16291296,5.1,7.587765957,78.23545818,2.666337615,1.100899101,19.72810634
Barkingside,E05000496,357.1525926,8466.666667,3728,395,368750.0,49040.0,35.2,6.363636364,0.859443458,52.96950241,4.9,7.652098997,1.320631801,3.200624798,1.212765957,13.98396062
Bridge,E05000497,322.7427536,4519.230769,4438,656,340000.0,48640.0,29.9,10.68965517,0.909993293,55.11811024,4.8,7.266129032,35.7626022,2.455133196,1.146910467,17.03258776
Chadwell,E05000498,328.6417085,9600.0,4648,797,250000.0,45180.0,28.5,14.28571429,0.919474836,63.8947297,4.0,7.861111111,5.046048424,2.443995208,1.040116279,18.57089165
Church End,E05000499,343.699359,7766.666667,4680,370,340000.0,57150.0,46.3,5.576923077,0.725237684,65.51027282,3.6,7.760714286,4.848017349,2.749742798,1.053531898,11.03702147
Clayhall,E05000500,372.2296651,5340.0,3655,379,390000.0,51550.0,34.0,4.383561644,0.813781265,46.94835681,5.0,7.90625,22.00399806,2.326354805,1.434666017,14.03524756
Clementswood,E05000501,330.4644578,11384.61538,3327,601,235000.0,37160.0,32.4,15.51020408,1.474427481,133.2875086,5.1,7.74537037,7.052751243,3.362591529,0.807787531,31.71115042
Cranbrook,E05000502,355.0882759,5375.0,3413,398,367500.0,47260.0,37.2,9.230769231,1.379111368,67.50927117,5.1,7.942692308,39.88257735,3.766081085,1.182338308,17.51043869
Fairlop,E05000503,324.2585714,3541.666667,4560,650,310000.0,46300.0,25.5,11.36363636,1.03187463,67.26837923,5.2,7.72329344,48.43822034,2.815146142,1.191300846,18.9996842
Fullwell,E05000504,332.9598802,5909.090909,4388,648,339497.5,43880.0,26.5,13.33333333,0.930171544,59.73986691,5.4,6.780263158,23.6800962,2.351797678,1.179170159,20.43893165
Goodmayes,E05000505,318.7120253,8250.0,3398,535,307000.0,41520.0,31.4,15.97402597,1.21294666,63.840882,5.1,7.946736453,27.70245086,3.666394695,1.006954436,24.87809675
Hainault,E05000506,304.6393939,2330.357143,4892,950,249999.0,38700.0,20.4,19.45205479,1.499319372,53.7666394,7.5,7.977941176,62.60602951,2.355154019,0.97993944,30.24343898
Loxford,E05000507,339.7470588,12846.15385,3893,1056,193000.0,35150.0,31.1,20.43478261,1.626437166,84.48027642,5.7,7.891849817,16.82666677,3.368756995,0.697118212,31.11890265
Mayfield,E05000508,338.6118557,7263.157895,3683,562,305000.0,43790.0,29.9,11.29411765,1.318886941,58.95788722,5.0,7.656976744,14.27420421,2.721062085,1.183227625,19.27263368
Monkhams,E05000509,369.7776316,3387.096774,4114,258,499747.5,62140.0,41.6,4.222222222,0.50989011,42.54920337,3.8,7.880434783,30.98404741,2.571455602,1.391629647,9.281440617
Newbury,E05000510,347.6247899,8047.619048,4322,673,315000.0,43690.0,33.4,10.56074766,0.837322946,50.89337176,4.4,7.477941176,21.38865118,3.126095294,1.059687262,21.01295136
Roding,E05000511,330.1154545,5282.608696,4296,577,302500.0,50980.0,37.0,10.3125,1.128668311,53.27342747,3.7,7.741935484,35.71517278,2.480948565,1.078885818,19.41719715
Seven Kings,E05000512,332.2447674,7285.714286,3850,627,294000.0,42350.0,31.7,12.77777778,1.085111767,84.7738139,5.1,8.025705645,21.39560198,3.112965577,1.007332914,23.29119243
Snaresbrook,E05000513,370.85,5975.0,5081,332,361392.5,56800.0,50.1,5.777777778,0.745641646,56.10941748,4.8,7.75,12.56456497,3.619940558,0.967617295,14.6147775
Valentines,E05000514,341.0123188,9500.0,3779,572,225000.0,42870.0,36.9,11.86046512,1.191934661,100.8061784,4.9,7.607142857,13.31463039,4.536445816,0.818352843,27.62563057
Wanstead,E05000515,343.9020408,2240.384615,4344,445,460000.0,58560.0,45.3,6.49122807,0.997838271,72.75660073,4.0,8.238095238,66.47893425,2.498072591,1.146145494,15.22942171
Barnes,E05000516,327.782716,3450.0,3940,368,1362500.0,80160.0,57.5,6.25,1.10505618,55.33934504,3.2,7.96875,54.41483617,3.350519583,1.023743017,9.799404035
East Sheen,E05000517,396.2131579,1793.103448,3922,307,985000.0,81320.0,61.6,2.333333333,0.92069378,46.85866363,2.1,7.83902439,76.64536076,2.584795157,1.130570947,7.263119396
Fulwell and Hampton Hill,E05000518,373.6583333,5342.105263,4083,358,480000.0,68550.0,52.8,5.490196078,0.533922261,43.77723971,3.2,7.763636364,32.66696051,3.184227239,1.128645343,8.301838902
"Ham, Petersham & Richmond Riverside",E05000519,337.5187879,1101.06383,4111,458,500000.0,62050.0,46.0,10.41666667,0.985253906,45.8159788,4.4,7.323863636,81.89075576,2.080802741,1.012359551,15.95139486
Hampton,E05000520,342.7931034,1449.275362,4006,380,599950.0,65120.0,47.2,6.170212766,0.473409091,50.70118662,4.0,7.470982143,74.70307037,2.653442346,1.246526114,9.122017794
Hampton North,E05000521,310.351087,4947.368421,3867,485,335000.0,53560.0,36.3,13.86363636,0.829393939,50.55653802,4.8,7.390909091,28.19761432,2.149780121,1.168379834,15.22918551
Hampton Wick,E05000522,374.4480519,3796.296296,4256,332,455000.0,65130.0,53.6,4.509803922,0.619613017,49.48610582,3.2,8.015151515,49.95231717,2.748746515,1.052974186,10.20144238
Heathfield,E05000523,324.3889831,5447.368421,3579,481,380500.0,49870.0,29.8,12.0754717,1.034082397,43.70398339,4.7,8.155172414,27.05665173,2.016733772,1.226391016,15.51656607
Kew,E05000524,362.7915493,3180.555556,4587,335,630000.0,74260.0,62.0,5.740740741,0.97985258,56.5940662,2.5,7.936896008,56.6531769,2.856515913,1.009468171,8.723676538
Mortlake and Barnes Common,E05000525,341.7918919,5763.157895,4683,410,746500.0,70740.0,57.6,8.039215686,0.85325,62.2631294,3.3,8.341666667,39.13440127,3.005570439,0.899817851,11.75092931
North Richmond,E05000526,359.5589474,3803.571429,4445,357,625625.0,72050.0,59.0,5.0,0.892631579,53.00611258,3.3,7.873529412,54.07429842,4.399681503,0.923915322,11.04419551
St. Margarets & North Twickenham,E05000527,369.2925,5600.0,4378,265,600000.0,75550.0,62.6,2.857142857,0.627836879,50.90156156,2.1,7.54527027,23.55390131,3.144794546,1.103065884,7.258747518
South Richmond,E05000528,361.4245614,4018.518519,4731,254,655000.0,75230.0,63.6,4.042553191,1.012521739,113.0984643,2.6,7.518292683,47.35816817,4.155345793,0.883900929,9.474371758
South Twickenham,E05000529,375.6315789,5911.764706,3885,240,555500.0,72960.0,55.3,3.333333333,0.447784431,42.86419753,2.2,7.785097654,26.72067513,3.546475281,1.132937979,7.077447
Teddington,E05000530,378.2073529,2406.976744,4428,255,499950.0,71610.0,58.5,4.347826087,0.466133866,48.06054872,2.9,7.909014423,64.01644783,3.230811333,1.08492201,7.05437847
Twickenham Riverside,E05000531,366.0779412,5200.0,4503,212,458725.0,72910.0,63.8,3.111111111,0.773076923,74.42604441,2.5,7.6,37.78528121,4.546233041,0.922728209,7.989267582
West Twickenham,E05000532,333.8769912,4220.0,4090,421,450000.0,62320.0,45.1,6.545454545,0.63033241,42.9567643,3.5,7.685686275,45.57546415,2.736193855,1.138551402,10.38922719
Whitton,E05000533,341.0166667,6125.0,3558,346,420000.0,57850.0,36.9,7.446808511,0.927736007,40.91816367,4.1,7.794973545,21.23947447,2.447961063,1.206082853,10.52062349
Brunswick Park,E05000534,315.9298387,14666.66667,4698,785,346500.0,46940.0,41.5,22.54237288,1.0,96.20707713,4.8,7.675,7.028499847,4.134815306,0.466273988,30.60873102
Camberwell Green,E05000535,304.3804196,15050.0,5383,1104,310000.0,41140.0,34.3,23.46666667,1.0,104.6376437,5.7,7.549733709,1.607834469,5.605164195,0.357257805,35.01965096
Cathedrals,E05000536,312.8394366,8305.555556,5553,647,580000.0,52610.0,45.8,25.58139535,1.5253861,198.5325852,4.9,7.227272727,15.73092456,7.967475711,0.37060342,27.8473246
Chaucer,E05000537,318.2711111,19000.0,5403,719,442000.0,48920.0,48.8,24.33962264,1.132442748,132.2214471,3.9,8.078125,5.580217239,7.222723881,0.362149158,26.23530263
College,E05000538,324.0428571,3703.125,4780,730,350000.0,55720.0,48.7,16.12903226,0.988341969,83.10038119,4.4,7.441176471,43.70372975,3.403230489,0.794851485,24.96176533
East Dulwich,E05000539,333.6666667,12350.0,5001,471,572500.0,64860.0,56.5,10.38461538,1.05184136,68.87838278,4.3,7.78030303,0.730038628,4.106167884,0.712856334,19.82853774
East Walworth,E05000540,319.5195402,10500.0,4086,779,315000.0,40110.0,32.4,26.48148148,1.369156805,164.699402,6.1,7.308006536,24.1212499,5.837957748,0.363060017,39.21162823
Faraday,E05000541,319.8929134,14277.77778,4287,961,315000.0,39800.0,28.6,24.0,1.196103896,90.50823857,5.2,7.929487179,29.99686787,4.656226401,0.377441212,33.87438307
Grange,E05000542,322.1289617,12833.33333,6276,812,500000.0,49920.0,46.3,30.83333333,1.393264659,116.5840687,4.7,7.755285412,4.458447528,5.088521809,0.369296375,29.81878295
Livesey,E05000543,314.2777108,10107.14286,4897,1124,289995.0,37520.0,27.9,26.125,1.275792507,92.32886137,5.8,7.686624231,4.527770359,4.341893724,0.422606192,39.27129066
Newington,E05000544,319.9704,17687.5,5318,973,380000.0,44150.0,37.5,26.49122807,1.300180505,98.43792082,5.9,7.569555959,3.697008534,5.764258769,0.355425601,32.60512233
Nunhead,E05000545,325.3381818,10500.0,5160,931,356250.0,43310.0,34.8,25.96774194,1.045134328,71.3504049,7.1,7.966666667,20.09055865,4.822169619,0.519915404,38.49332187
Peckham,E05000546,320.9891192,16388.88889,4807,1253,285000.0,38900.0,30.6,25.34883721,1.0,90.0858912,5.3,7.694444444,6.965231876,4.064875677,0.452637343,35.90231591
Peckham Rye,E05000547,330.4277228,5891.304348,5370,760,421000.0,56040.0,49.7,17.35294118,0.836834831,60.51167964,4.3,7.673414305,45.70126207,3.455193884,0.69745837,24.65305069
Riverside,E05000548,298.4731034,11076.92308,6113,614,585000.0,56470.0,54.9,25.34883721,1.588205645,133.4493202,4.3,8.381422925,23.15019613,4.39262928,0.458464174,25.84045306
Rotherhithe,E05000549,312.3794326,9166.666667,5060,852,421800.0,47830.0,43.0,27.4137931,1.038275125,107.2518026,4.8,7.537037037,34.13454153,5.256955871,0.45792826,28.33230506
South Bermondsey,E05000550,310.225,13800.0,4889,964,288025.0,40280.0,30.9,26.76470588,1.438612199,93.22935129,5.2,8.290697674,3.013528927,3.651928246,0.468657238,35.58316977
South Camberwell,E05000551,325.406,9730.769231,4703,773,396089.0,53610.0,49.0,15.24590164,0.868259895,59.58007283,3.9,7.416954023,19.89185357,4.623749141,0.589366294,24.08922419
Surrey Docks,E05000552,319.0392523,7105.263158,5114,554,415000.0,59870.0,56.0,16.66666667,1.386879433,61.98118428,3.8,7.937903226,40.29482397,2.871789086,0.637896825,19.86414248
The Lane,E05000553,308.6855072,11142.85714,5845,928,407500.0,49140.0,42.0,19.86842105,1.149009901,127.6048205,5.6,7.54847561,5.980527929,5.981285881,0.497024742,33.7267883
Village,E05000554,356.8764706,4446.428571,4421,370,850000.0,80780.0,63.7,5.070422535,0.440671642,70.00161108,2.9,7.7375,33.83896939,4.118503148,1.004366812,15.01447748
Beddington North,E05000555,340.6891026,2070.0,3885,449,289000.0,48270.0,25.1,8.518518519,0.933107191,61.12054329,4.1,7.948979592,53.01619728,2.63480019,1.272727273,13.21969295
Beddington South,E05000556,320.1719745,3451.612903,3924,603,386000.0,43390.0,26.7,20.0,1.448533163,63.03019247,5.2,7.597045068,39.0485245,2.002109915,1.261358085,22.84848375
Belmont,E05000557,369.4752381,4391.304348,4127,338,290000.0,55230.0,40.4,7.777777778,0.949152542,29.73259967,3.3,8.22,19.01609459,2.277272675,1.247001845,12.58523456
Carshalton Central,E05000558,360.2982301,5050.0,4040,378,318000.0,52290.0,35.7,8.163265306,0.756842989,47.86209553,3.1,7.701612903,26.92862732,3.279862235,1.187991422,10.74182252
Carshalton South and Clockhouse,E05000559,359.5691057,1373.239437,3485,356,419995.0,55240.0,34.8,7.4,0.951625387,34.37037037,3.4,8.11453202,68.21201177,2.12311451,1.5,11.68187391
Cheam,E05000560,363.9583333,2653.846154,3783,294,376000.0,58070.0,38.6,3.921568627,0.576489533,33.98149896,3.7,7.833333333,24.73760088,2.166827199,1.520950434,7.387901109
Nonsuch,E05000561,357.1032258,5631.578947,3869,283,388500.0,52920.0,27.1,4.791666667,0.549481481,40.40496169,3.4,7.914473684,10.36120763,2.289206823,1.433981066,7.901703709
St. Helier,E05000562,311.3359756,8000.0,4222,839,248000.0,37720.0,17.7,20.28985507,1.332502543,61.90089358,5.2,7.800925926,25.78643776,2.898644476,0.953210011,27.53140776
Stonecot,E05000563,351.0649682,5375.0,3723,404,347500.0,48160.0,22.5,5.272727273,0.489531345,41.41743701,3.4,8.101190476,21.47222835,2.454452444,1.42740703,10.83654347
Sutton Central,E05000564,313.5395604,8500.0,4696,610,240000.0,43470.0,31.2,15.47169811,1.294951923,154.0880503,5.4,7.851212741,12.86833155,4.862367598,0.812800308,21.22044038
Sutton North,E05000565,344.4742424,5473.684211,3912,458,300500.0,46630.0,25.7,10.53571429,0.837976438,46.5970065,4.6,7.944444444,28.51741429,3.336530125,1.140970221,15.52069384
Sutton South,E05000566,337.717037,7423.076923,4391,372,250000.0,49870.0,41.6,9.722222222,1.136768448,38.29573935,4.8,7.973169703,8.140480961,3.269863939,0.888088871,13.56680228
Sutton West,E05000567,352.0459627,5888.888889,4316,350,270000.0,51470.0,38.6,6.25,0.825181159,30.89475614,3.5,8.038888889,23.10970981,3.532778662,1.076709402,10.53187272
The Wrythe,E05000568,331.9978102,6800.0,4028,463,257500.0,44940.0,23.2,13.87755102,0.951960784,51.3649767,4.0,7.621428571,18.00359849,2.638672548,1.147023667,17.70266429
Wallington North,E05000569,349.2135135,6687.5,4314,509,272000.0,47500.0,30.3,8.888888889,1.081017192,59.57602339,3.8,7.975,19.20683235,3.469860774,1.132476739,15.18026227
Wallington South,E05000570,377.35,6029.411765,4292,496,246000.0,46490.0,32.0,12.39130435,0.850904393,59.03432667,4.7,7.9609375,9.463890688,3.359194534,1.075362319,18.6747322
Wandle Valley,E05000571,306.0933824,5571.428571,4461,829,243500.0,39290.0,21.5,19.13043478,1.413017099,52.67496497,4.9,8.025,40.54531308,2.390583824,0.999154334,26.75341184
Worcester Park,E05000572,336.2578512,5875.0,4384,471,338000.0,50070.0,30.8,8.387096774,0.870221328,32.44640921,3.0,8.03510101,22.29174727,2.37827005,1.226172628,9.975285409
Bethnal Green North,E05000573,322.9417808,17250.0,4573,559,383000.0,47380.0,40.2,27.86885246,0.977879656,118.3163479,6.9,8.098837209,6.313961578,5.995546572,0.358483553,40.23729966
Bethnal Green South,E05000574,308.9180328,15833.33333,4033,489,357500.0,43160.0,35.5,27.1641791,0.977044393,128.485585,7.3,7.658783784,16.8645974,6.786109589,0.337147216,43.40624843
Blackwall and Cubitt Town,E05000575,305.3420233,6550.0,6763,866,380000.0,56890.0,50.8,24.63157895,1.297713098,52.14239242,4.3,7.830357143,42.17333898,3.783202429,0.505893229,27.9846657
Bow East,E05000576,294.792623,7842.105263,5873,825,325000.0,48110.0,42.0,31.88405797,1.397847478,100.6322101,6.3,7.83,38.98137789,3.647679092,0.435481425,39.45991992
Bow West,E05000577,323.1221154,10038.46154,4444,618,415000.0,53680.0,43.6,19.66666667,1.051764706,118.0291153,5.8,8.0,42.82387588,5.183940262,0.496107007,36.14416409
Bromley-by-Bow,E05000578,310.3418269,13272.72727,4014,785,302500.0,42100.0,27.9,28.28571429,1.005132807,77.17847158,6.8,7.120328283,11.64026826,4.23848798,0.423188969,47.78379123
East India and Lansbury,E05000579,290.3412621,12458.33333,4279,943,293000.0,39370.0,23.4,32.05882353,1.114359862,90.24514162,7.7,7.726325758,12.44308973,3.518974031,0.444190911,52.30263099
Limehouse,E05000580,309.4087719,14636.36364,5100,803,375000.0,47410.0,37.4,30.34090909,1.090279688,79.41477512,6.2,8.2890625,23.34017313,4.965510938,0.474488189,42.87863955
Mile End and Globe Town,E05000581,334.4534722,16944.44444,4476,624,385000.0,44940.0,34.2,26.36363636,1.036757873,88.17610063,5.9,8.070428118,12.51155104,5.355035618,0.388452915,33.57391582
Mile End East,E05000582,319.5439024,12227.27273,3717,620,325000.0,42740.0,31.9,29.3902439,1.321680217,82.98553144,6.5,7.677130468,33.25501013,5.343505894,0.412739402,45.43415652
Millwall,E05000583,312.9965649,9320.0,8285,799,420000.0,62060.0,57.2,16.63265306,1.259027778,69.48519069,3.3,7.794642857,34.96822266,3.41731256,0.481656039,23.3506769
St. Dunstan's and Stepney Green,E05000584,324.7758794,16350.0,4604,667,363250.0,43240.0,29.9,25.0,0.995178787,71.42857143,7.9,7.499352092,21.20919671,5.358643656,0.449904164,44.85705719
St. Katherine's and Wapping,E05000585,324.4409836,8366.666667,5024,314,453000.0,67760.0,57.8,21.39534884,0.931416838,91.62584201,4.4,7.64033206,36.94122639,4.416186374,0.554253182,26.780684
Shadwell,E05000586,320.0011538,15250.0,4467,630,370000.0,47540.0,37.7,24.14634146,0.948763936,85.69227807,6.5,8.0,24.24960874,6.04794628,0.436457438,41.74926253
Spitalfields and Banglatown,E05000587,338.3826923,17250.0,2939,228,499995.0,52210.0,44.4,24.57142857,0.938611449,225.4025045,6.5,7.147058824,1.434220047,6.879164858,0.313846154,46.94729382
Weavers,E05000588,321.2176471,16625.0,4643,585,510000.0,49350.0,43.9,29.29824561,0.816643357,140.9023928,6.7,7.744186047,15.40994634,5.495233652,0.332675399,46.06264455
Whitechapel,E05000589,324.4691489,16611.11111,4357,404,489000.0,49140.0,45.0,28.0,1.114039409,114.0075183,6.0,7.694444444,5.391173854,6.840616045,0.329825772,40.81293724
Cann Hall,E05000590,311.7180451,15444.44444,4078,770,326000.0,39010.0,30.5,19.10447761,1.482279171,61.35486135,5.1,7.792333744,5.038025409,2.915787316,0.635926223,38.10553528
Cathall,E05000591,311.6899083,11590.90909,3624,762,332500.0,36980.0,28.6,20.61538462,1.542208589,65.86052171,5.3,7.571428571,23.46699438,4.34953355,0.548565121,41.31720006
Chapel End,E05000592,321.6454545,7861.111111,4352,722,340000.0,43550.0,29.3,14.65116279,0.947873684,73.72126734,4.1,7.769354839,31.16829256,2.926598233,0.867350967,30.69592641
Chingford Green,E05000593,332.1648148,2797.297297,4332,490,330000.0,47150.0,27.1,15.0,0.97400163,70.95427813,5.5,8.067307692,54.87504676,2.794992927,1.143496754,24.63183432
Endlebury,E05000594,341.823871,5400.0,4057,501,310000.0,46250.0,24.7,15.49019608,1.112891986,56.54412429,5.1,7.465277778,18.49300594,2.350996726,1.292486371,23.29868343
Forest,E05000595,307.2223077,6350.0,3546,476,401000.0,43100.0,33.3,12.54237288,1.148035488,92.24527291,5.3,7.685185185,40.37829303,4.348486459,0.770257827,34.79427303
Grove Green,E05000596,305.7784946,16333.33333,4111,498,308000.0,43440.0,34.8,11.85714286,1.312018906,61.5333774,4.3,7.382075472,4.310735699,4.247435047,0.636206897,31.70537546
Hale End and Highams Park,E05000597,321.8601266,4956.521739,3935,568,288747.5,47420.0,28.9,14.26470588,1.0,62.22147482,4.4,7.75,41.36851254,2.548120642,1.1197705,27.96912189
Hatch Lane,E05000598,325.6851351,4645.833333,4320,660,286500.0,43140.0,24.1,18.14814815,1.202606952,62.65399507,6.4,7.65,37.70501289,2.50476746,1.095817659,31.91606112
